transaction_id,amount,risk_score,event_hour,billing_shipping_mismatch,customer_transaction_count,merchant_transaction_count,device_transaction_count,session_transaction_count,ip_transaction_count,customer_account_age_days,customer_historical_decline_rate,customer_historical_spend_mean,merchant_age_days,merchant_refund_rate,merchant_chargeback_rate,merchant_volume_growth_rate,device_ip_reputation_score,device_first_seen_days_ago,device_failed_login_count,label,attack_bucket,attack_subtype,attack_id,scenario_id,simulation_segment,currency_code,channel_code,rail_code,transaction_type_code,status_code,billing_country_code,shipping_country_code,merchant_category_code,payment_method_type_code,auth_result_code
txn_77d74edc715b,4.35,0.1893,3,0,306,306,1,3,11,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0,0.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,4,8,4,1,0,3,3,0,3,0
txn_c8b61104dabd,1.7,0.4631,3,0,306,306,229,3,11,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,0,8,4,1,0,2,2,4,3,0
txn_21341989ccfa,6.18,0.1737,3,1,306,306,229,3,10,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,1,8,4,1,0,3,0,3,3,0
txn_24fc13ace00f,3.52,0.3153,3,0,306,306,229,3,10,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,0,8,4,1,0,3,3,2,3,0
txn_c36b89845203,5.01,0.2838,3,0,306,306,1,3,10,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0,0.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,4,8,4,1,0,2,2,1,3,0
txn_d631f15012e4,6.98,0.4613,3,0,306,306,229,3,10,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,0,8,4,1,0,1,1,1,3,0
txn_12ae1269f588,1.72,0.6511,4,0,306,306,229,3,9,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,3,8,4,1,0,3,3,4,3,0
txn_0897b1c2ca69,4.4,0.4993,4,0,306,306,229,3,9,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,4,8,4,1,0,0,0,3,3,0
txn_57816e3caf02,3.71,0.3723,4,0,306,306,1,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0,0.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,4,8,4,1,0,3,3,0,3,0
txn_4b26c5ae7880,3.83,0.2927,4,0,306,306,229,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,1,8,4,1,0,0,0,6,3,0
txn_6e0628e116c7,6.48,0.1818,4,0,306,306,229,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,1,8,4,1,1,0,0,6,3,1
txn_88a58574c89d,5.94,0.271,4,0,306,306,229,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,1,8,4,1,0,3,3,4,3,0
txn_cd0c3469d061,7.88,0.4641,4,0,306,306,1,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0,0.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,2,8,4,1,0,4,4,1,3,0
txn_1833b79758a7,4.92,0.2152,4,0,306,306,229,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,1,8,4,1,0,5,5,6,3,0
txn_76af273263b3,2.18,0.6765,4,1,306,306,229,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,4,8,4,1,0,0,2,6,3,0
txn_da76e76bc778,6.57,0.1891,4,0,306,306,229,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,4,8,4,1,0,3,3,5,3,0
txn_282a32cf472a,1.01,0.4749,4,0,306,306,1,3,8,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0,0.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,1,8,4,1,0,2,2,3,3,0
txn_437df3e908b6,2.92,0.4036,4,0,306,306,229,3,7,223.0,0.0642,63.75,368.0,0.0044,0.0005,0.1104,0.0901,994.0,0.0,1,credential_based_fraud,credential_stuffing,cred_stuffing_001,scn_e1461744d3d4,stealth_fraud,3,8,4,1,1,1,1,6,3,1
txn_010d76a98107,56.44,0.4505,9,0,39,39,39,3,7,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,2,7,1,1,0,1,1,1,2,0
txn_422203e19c52,15.4,0.4509,10,0,39,39,39,3,8,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,2,7,1,1,0,0,0,3,1,0
txn_29b920e654de,33.89,0.5305,12,0,39,39,39,3,9,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,3,3,1,2,0
txn_7eae58bf5c92,12.56,0.08,13,0,39,39,39,3,10,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,2,2,3,2,0
txn_b075ad32faf0,32.44,0.08,14,0,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,0,0,2,2,0
txn_70680c8e9065,12.25,0.555,15,0,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,0,0,2,1,0
txn_ff3b692625c3,175.48,0.5953,16,0,39,39,39,3,12,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,4,4,2,1,0
txn_57ceb6b9c1f2,20.15,0.2825,17,0,39,39,39,3,13,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,2,7,1,1,0,2,2,6,1,0
txn_d4989f3b192b,73.44,0.1809,19,0,39,39,39,3,14,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,1,7,1,1,0,3,3,0,1,0
txn_6abe5992dd65,71.99,0.4796,20,1,39,39,39,3,15,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,1,7,1,1,0,4,5,2,1,0
txn_d4ebb4f780d0,23.93,0.4833,21,0,39,39,39,3,16,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,0,0,5,2,0
txn_2512b1b450dd,4.3,0.3179,22,0,39,39,39,3,17,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,1,5,5,6,2,1
txn_dca6ddf99848,127.21,0.08,23,0,39,39,39,3,18,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,0,0,4,1,0
txn_bf3f5600845d,58.4,0.2616,0,0,39,39,39,3,19,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,4,4,6,2,0
txn_d14c7990f0f5,32.92,0.4384,1,0,39,39,39,3,18,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,4,7,1,1,0,0,0,1,1,0
txn_ddb036ee86ba,26.28,0.2178,3,0,39,39,39,3,19,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,5,5,0,1,0
txn_cbd09125f633,91.96,0.4584,4,0,39,39,39,3,19,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,4,7,1,1,0,4,4,2,2,0
txn_7b84a8b00557,56.98,0.2817,5,0,39,39,39,3,20,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,2,2,3,1,0
txn_39655ddd4c04,13.15,0.473,6,0,39,39,39,3,20,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,2,7,1,1,0,0,0,3,2,0
txn_f687356231ff,65.27,0.3887,7,0,39,39,39,3,20,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,2,2,3,1,0
txn_f10727152e54,199.55,0.3551,8,1,39,39,39,3,20,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,2,1,5,2,0
txn_97c87d4c47d4,28.93,0.5727,10,0,39,39,39,3,18,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,1,1,1,2,0
txn_77f6e7493c91,33.27,0.3622,11,0,39,39,39,3,17,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,1,7,1,1,1,3,3,2,1,1
txn_1840bb38ad92,142.38,0.5301,12,0,39,39,39,3,17,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,3,3,5,1,0
txn_d09323b6daa9,62.07,0.3353,13,1,39,39,39,3,16,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,0,1,4,2,0
txn_d4d0aef11194,56.27,0.2574,14,0,39,39,39,3,15,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,4,7,1,1,0,5,5,6,1,0
txn_d8d768ae53f2,78.66,0.2025,15,0,39,39,39,3,13,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,3,3,4,2,0
txn_f1341c2df655,34.83,0.5742,16,0,39,39,39,3,12,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,1,7,1,1,0,1,1,4,2,0
txn_8c8cdec5ff34,37.25,0.08,18,0,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,4,7,1,1,0,0,0,4,1,0
txn_d2003dd39f7d,21.05,0.5448,19,0,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,2,2,4,2,0
txn_5201961c7e86,41.57,0.3207,20,0,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,2,2,3,1,0
txn_a8a9f8da8a48,16.25,0.3993,21,1,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,4,7,1,1,0,0,3,2,1,0
txn_dd3eaa73b871,17.94,0.2994,22,0,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,0,0,0,2,0
txn_4bf33f780858,98.29,0.336,23,1,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,4,7,1,1,0,3,1,4,1,0
txn_9964fe3831e7,32.11,0.4604,1,0,39,39,39,3,11,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,0,0,0,2,0
txn_52f411d1495a,16.92,0.5948,2,0,39,39,39,3,10,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,1,7,1,1,0,2,2,2,1,0
txn_2c1bb9101df7,34.83,0.4491,3,0,39,39,39,3,10,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,1,7,1,1,0,0,0,0,2,0
txn_30e0090bbc9e,45.87,0.3894,4,0,39,39,39,3,10,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,0,7,1,1,0,4,4,4,2,0
txn_5bdb0a935cae,24.52,0.5046,5,0,39,39,39,3,10,491.0,0.2803,153.7,779.0,0.2417,0.039,1.3478,0.5855,95.0,3.0,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,identity_fraud_merchant_001,scn_9b1c00be65ac,overt_fraud,3,7,1,1,0,2,2,4,2,0
txn_af774f5189e1,24.83,0.5042,9,0,40,40,40,3,8,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,2,2,2,0,0
txn_57ebca8ccb56,19.5,0.1881,11,0,40,40,40,3,9,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,2,2,5,0,0
txn_eb7801f72e26,22.89,0.39,12,0,40,40,40,3,10,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,5,5,1,0,0
txn_f84a52abb4ac,62.52,0.3821,13,0,40,40,40,3,11,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,2,2,1,0,0
txn_41b15f039e11,61.81,0.3074,14,0,40,40,40,3,11,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,1,9,3,1,0,2,2,2,0,0
txn_17df180d4fd2,14.35,0.5948,15,0,40,40,40,3,12,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,3,3,6,0,0
txn_d1f7498cc897,117.91,0.08,17,0,40,40,40,3,13,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,1,9,3,1,0,3,3,2,0,0
txn_f538ffba4021,37.03,0.2451,18,0,40,40,40,3,14,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,4,4,0,0,0
txn_0db5cd7ddd60,4.5,0.08,19,0,40,40,40,3,15,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,5,5,4,0,0
txn_24830e235083,213.54,0.3029,20,0,40,40,40,3,16,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,2,9,3,1,0,5,5,1,0,0
txn_8c3b2a8a39f1,42.71,0.3204,21,0,40,40,40,3,17,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,3,3,0,0,0
txn_e49475ad8967,13.78,0.08,23,0,40,40,40,3,18,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,4,4,0,0,0
txn_36b1d66a4e2b,23.78,0.2138,0,0,40,40,40,3,19,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,2,9,3,1,0,3,3,2,0,0
txn_9e5d5dc40cfd,104.0,0.1949,1,0,40,40,40,3,18,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,5,5,6,0,0
txn_8d103baf3171,80.38,0.2131,2,0,40,40,40,3,19,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,0,9,3,1,0,5,5,4,0,0
txn_63b423cc6ce4,11.87,0.4027,3,0,40,40,40,3,19,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,2,9,3,1,0,2,2,2,0,0
txn_e2a3b1796370,34.9,0.1602,5,0,40,40,40,3,20,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,1,9,3,1,0,2,2,0,0,0
txn_67d5677893c2,31.37,0.521,6,0,40,40,40,3,20,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,0,0,6,0,0
txn_121e0a2ef3a0,36.67,0.3731,7,0,40,40,40,3,20,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,1,9,3,1,0,1,1,5,0,0
txn_1ed4aa67d8f4,14.88,0.3082,8,1,40,40,40,3,20,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,2,9,3,1,0,5,2,1,0,0
txn_89a4b7627d52,96.53,0.5976,9,0,40,40,40,3,18,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,0,9,3,1,0,5,5,3,0,0
txn_9d846df83b43,27.25,0.4577,11,0,40,40,40,3,17,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,2,2,2,0,0
txn_5102a809c536,72.09,0.3431,12,0,40,40,40,3,17,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,1,1,6,0,0
txn_d9c0ab98e11b,88.01,0.1349,13,0,40,40,40,3,16,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,3,3,6,0,0
txn_18f1787a076f,28.81,0.493,14,0,40,40,40,3,15,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,2,2,1,0,0
txn_abbda02b8d73,24.51,0.2739,15,0,40,40,40,3,13,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,0,9,3,1,0,4,4,1,0,0
txn_dbe3a864560e,82.61,0.357,17,0,40,40,40,3,12,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,0,4,4,4,0,0
txn_5964ca1d1f38,7.47,0.272,18,0,40,40,40,3,11,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,2,9,3,1,0,5,5,6,0,0
txn_a86b45db1a9a,53.52,0.3653,19,0,40,40,40,3,11,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,0,9,3,1,0,2,2,4,0,0
txn_a09e5fff61f3,140.02,0.3425,20,0,40,40,40,3,11,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,3,9,3,1,1,3,3,1,0,1
txn_5e75329441a5,31.46,0.1277,21,0,40,40,40,3,11,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,4,9,3,1,0,0,0,4,0,0
txn_1284bf5fea30,38.35,0.408,23,0,40,40,40,3,11,690.0,0.307,83.01,141.0,0.1328,0.0682,0.2459,0.7042,224.0,2.0,1,identity_onboarding_fraud,mule_account_creation,identity_mule_account_001,scn_33f8d175e754,overt_fraud,0,9,3,1,0,3,3,6,0,0
